http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=388995138&player=HEATSEEKERBUNGE,"12.25.2010 7:51PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=388995138&player=HEATSEEKERBUNGE,"12.25.2010 7:51PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=387232184&player=HEATSEEKERBUNGE,"12.24.2010 8:11PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=387232184&player=HEATSEEKERBUNGE,"12.24.2010 8:11PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=387218151&player=HEATSEEKERBUNGE,"12.24.2010 8:00PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=387218151&player=HEATSEEKERBUNGE,"12.24.2010 8:00PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=381863998&player=HEATSEEKERBUNGE,"12.21.2010 11:39PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=381863998&player=HEATSEEKERBUNGE,"12.21.2010 11:39PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=381803666&player=HEATSEEKERBUNGE,"12.21.2010 10:50PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=381803666&player=HEATSEEKERBUNGE,"12.21.2010 10:50PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377918406&player=HEATSEEKERBUNGE,"12.20.2010 1:12AM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377918406&player=HEATSEEKERBUNGE,"12.20.2010 1:12AM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377911048&player=HEATSEEKERBUNGE,"12.20.2010 1:00AM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377911048&player=HEATSEEKERBUNGE,"12.20.2010 1:00AM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377904336&player=HEATSEEKERBUNGE,"12.20.2010 12:50AM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377904336&player=HEATSEEKERBUNGE,"12.20.2010 12:50AM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377897784&player=HEATSEEKERBUNGE,"12.20.2010 12:40AM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377897784&player=HEATSEEKERBUNGE,"12.20.2010 12:40AM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377884678&player=HEATSEEKERBUNGE,"12.20.2010 12:21AM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377884678&player=HEATSEEKERBUNGE,"12.20.2010 12:21AM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377864237&player=HEATSEEKERBUNGE,"12.19.2010 11:56PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377864237&player=HEATSEEKERBUNGE,"12.19.2010 11:56PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377853619&player=HEATSEEKERBUNGE,"12.19.2010 11:43PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377853619&player=HEATSEEKERBUNGE,"12.19.2010 11:43PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377843818&player=HEATSEEKERBUNGE,"12.19.2010 11:32PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377843818&player=HEATSEEKERBUNGE,"12.19.2010 11:32PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377825403&player=HEATSEEKERBUNGE,"12.19.2010 11:13PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377825403&player=HEATSEEKERBUNGE,"12.19.2010 11:13PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377792444&player=HEATSEEKERBUNGE,"12.19.2010 10:42PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377792444&player=HEATSEEKERBUNGE,"12.19.2010 10:42PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377764289&player=HEATSEEKERBUNGE,"12.19.2010 10:19PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377764289&player=HEATSEEKERBUNGE,"12.19.2010 10:19PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377727765&player=HEATSEEKERBUNGE,"12.19.2010 9:50PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377727765&player=HEATSEEKERBUNGE,"12.19.2010 9:50PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377704026&player=HEATSEEKERBUNGE,"12.19.2010 9:33PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377704026&player=HEATSEEKERBUNGE,"12.19.2010 9:33PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377681771&player=HEATSEEKERBUNGE,"12.19.2010 9:17PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377681771&player=HEATSEEKERBUNGE,"12.19.2010 9:17PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377673674&player=HEATSEEKERBUNGE,"12.19.2010 9:12PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377673674&player=HEATSEEKERBUNGE,"12.19.2010 9:12PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377655527&player=HEATSEEKERBUNGE,"12.19.2010 8:59PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377655527&player=HEATSEEKERBUNGE,"12.19.2010 8:59PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377621730&player=HEATSEEKERBUNGE,"12.19.2010 8:37PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377621730&player=HEATSEEKERBUNGE,"12.19.2010 8:37PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377564065&player=HEATSEEKERBUNGE,"12.19.2010 8:00PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=377564065&player=HEATSEEKERBUNGE,"12.19.2010 8:00PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=375960173&player=HEATSEEKERBUNGE,"12.19.2010 1:08AM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=375960173&player=HEATSEEKERBUNGE,"12.19.2010 1:08AM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=375944438&player=HEATSEEKERBUNGE,"12.19.2010 12:45AM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=375944438&player=HEATSEEKERBUNGE,"12.19.2010 12:45AM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=375925684&player=HEATSEEKERBUNGE,"12.19.2010 12:22AM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=375925684&player=HEATSEEKERBUNGE,"12.19.2010 12:22AM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=375907903&player=HEATSEEKERBUNGE,"12.19.2010 12:01AM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=375907903&player=HEATSEEKERBUNGE,"12.19.2010 12:01AM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=375897680&player=HEATSEEKERBUNGE,"12.18.2010 11:49PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=375897680&player=HEATSEEKERBUNGE,"12.18.2010 11:49PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=375886952&player=HEATSEEKERBUNGE,"12.18.2010 11:38PM"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=375886952&player=HEATSEEKERBUNGE,"12.18.2010 11:38PM"
