Link,Date,Gamertags
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=557052968&player=shnateman,"2011-04-05 22:03:00","BioticJoker,DrZoidbergOBGYN,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=557044825&player=shnateman,"2011-04-05 21:53:00","BioticJoker,DrZoidbergOBGYN,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=557037118&player=shnateman,"2011-04-05 21:44:00","BioticJoker,DrZoidbergOBGYN,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=557028814&player=shnateman,"2011-04-05 21:35:00","BioticJoker,DrZoidbergOBGYN,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=557024228&player=shnateman,"2011-04-05 21:30:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=554452700&player=shnateman,"2011-04-03 23:06:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=554444442&player=shnateman,"2011-04-03 22:54:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=554438495&player=shnateman,"2011-04-03 22:45:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=547118091&player=shnateman,"2011-03-30 19:11:00","Evasive Ebu,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=545661657&player=shnateman,"2011-03-29 18:52:00","TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=544508551&player=shnateman,"2011-03-28 21:57:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=544498631&player=shnateman,"2011-03-28 21:45:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=544490241&player=shnateman,"2011-03-28 21:37:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=544483696&player=shnateman,"2011-03-28 21:29:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=539975686&player=shnateman,"2011-03-26 10:53:00","Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=539966612&player=shnateman,"2011-03-26 10:48:00","Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=539919539&player=shnateman,"2011-03-26 10:24:00","Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=518756278&player=shnateman,"2011-03-12 01:30:00","Evasive Ebu,HEATSEEKERBUNGE,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=518751745&player=shnateman,"2011-03-12 01:22:00","Evasive Ebu,HEATSEEKERBUNGE,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=518742218&player=shnateman,"2011-03-12 01:05:00","Evasive Ebu,HEATSEEKERBUNGE,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=518729241&player=shnateman,"2011-03-12 00:43:00","Evasive Ebu,HEATSEEKERBUNGE,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=518718535&player=shnateman,"2011-03-12 00:27:00","Evasive Ebu,HEATSEEKERBUNGE,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=518713637&player=shnateman,"2011-03-12 00:20:00","Evasive Ebu,HEATSEEKERBUNGE,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=518692975&player=shnateman,"2011-03-11 23:52:00","Evasive Ebu,HEATSEEKERBUNGE,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=449145364&player=shnateman,"2011-01-25 23:50:00","Evasive Ebu,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=449003969&player=shnateman,"2011-01-25 20:39:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=447878893&player=shnateman,"2011-01-24 22:22:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=447907110&player=shnateman,"2011-01-24 22:02:00","BioticJoker,DrZoidbergOBGYN,Evasive Ebu,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=447838023&player=shnateman,"2011-01-24 21:35:00","BioticJoker,DrZoidbergOBGYN,Evasive Ebu,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=447393562&player=shnateman,"2011-01-24 16:48:00","BioticJoker,Evasive Ebu,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=447366667&player=shnateman,"2011-01-24 16:34:00","BioticJoker,Evasive Ebu,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=447310945&player=shnateman,"2011-01-24 16:04:00","Evasive Ebu,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=446496373&player=shnateman,"2011-01-24 00:00:00","BioticJoker,Evasive Ebu,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=446491692&player=shnateman,"2011-01-23 23:51:00","BioticJoker,Evasive Ebu,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=446486223&player=shnateman,"2011-01-23 23:40:00","Evasive Ebu,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=446481649&player=shnateman,"2011-01-23 23:31:00","DrZoidbergOBGYN,Evasive Ebu,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=446478460&player=shnateman,"2011-01-23 23:26:00","BioticJoker,DrZoidbergOBGYN,Evasive Ebu,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=446471000&player=shnateman,"2011-01-23 23:12:00","BioticJoker,DrZoidbergOBGYN,Evasive Ebu,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=446465864&player=shnateman,"2011-01-23 23:05:00","BioticJoker,DrZoidbergOBGYN,Evasive Ebu,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=446457772&player=shnateman,"2011-01-23 22:52:00","Evasive Ebu,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=446491951&player=shnateman,"2011-01-23 22:51:00","BioticJoker,DrZoidbergOBGYN,Evasive Ebu,Kygrx,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=446455969&player=shnateman,"2011-01-23 22:49:00","BioticJoker,Evasive Ebu,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=446443203&player=shnateman,"2011-01-23 22:31:00","BioticJoker,DrZoidbergOBGYN,Kygrx,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=446469356&player=shnateman,"2011-01-23 22:10:00","BioticJoker,DrZoidbergOBGYN,Kygrx,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=446417656&player=shnateman,"2011-01-23 22:00:00","BioticJoker,DrZoidbergOBGYN,Kygrx,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=446404023&player=shnateman,"2011-01-23 21:45:00","BioticJoker,DrZoidbergOBGYN,Kygrx,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=446387099&player=shnateman,"2011-01-23 21:27:00","BioticJoker,DrZoidbergOBGYN,Kygrx,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=446364620&player=shnateman,"2011-01-23 21:06:00","BioticJoker,DrZoidbergOBGYN,Kygrx,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=446334449&player=shnateman,"2011-01-23 20:41:00","BioticJoker,DrZoidbergOBGYN,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=446307988&player=shnateman,"2011-01-23 20:20:00","TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=445945249&player=shnateman,"2011-01-23 16:48:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=445930785&player=shnateman,"2011-01-23 16:40:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=445914977&player=shnateman,"2011-01-23 16:32:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=436712547&player=shnateman,"2011-01-18 16:18:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435882171&player=shnateman,"2011-01-18 03:39:00","Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435875861&player=shnateman,"2011-01-18 03:20:00","Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435869142&player=shnateman,"2011-01-18 02:57:00","Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435863860&player=shnateman,"2011-01-18 02:38:00","Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435859062&player=shnateman,"2011-01-18 02:21:00","Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435855184&player=shnateman,"2011-01-18 02:08:00","Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435852494&player=shnateman,"2011-01-18 01:59:00","Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435845857&player=shnateman,"2011-01-18 01:38:00","Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435840333&player=shnateman,"2011-01-18 01:22:00","Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435833157&player=shnateman,"2011-01-18 01:04:00","Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435827839&player=shnateman,"2011-01-18 00:50:00","Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435822206&player=shnateman,"2011-01-18 00:37:00","Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435815982&player=shnateman,"2011-01-18 00:23:00","Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435809815&player=shnateman,"2011-01-18 00:10:00","Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435805563&player=shnateman,"2011-01-18 00:03:00","Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435800589&player=shnateman,"2011-01-17 23:53:00","Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435821645&player=shnateman,"2011-01-17 23:35:00","BioticJoker,DrZoidbergOBGYN,Kygrx,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435768444&player=shnateman,"2011-01-17 23:01:00","BioticJoker,DrZoidbergOBGYN,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435761391&player=shnateman,"2011-01-17 22:51:00","BioticJoker,DrZoidbergOBGYN,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435747868&player=shnateman,"2011-01-17 22:34:00","BioticJoker,DrZoidbergOBGYN,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435736987&player=shnateman,"2011-01-17 22:20:00","BioticJoker,DrZoidbergOBGYN,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435586504&player=shnateman,"2011-01-17 20:10:00","BioticJoker,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435566069&player=shnateman,"2011-01-17 19:57:00","BioticJoker,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435552411&player=shnateman,"2011-01-17 19:48:00","BioticJoker,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435537271&player=shnateman,"2011-01-17 19:39:00","BioticJoker,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435506578&player=shnateman,"2011-01-17 19:19:00","BioticJoker,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435480662&player=shnateman,"2011-01-17 19:04:00","BioticJoker,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435474905&player=shnateman,"2011-01-17 19:01:00","BioticJoker,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435393697&player=shnateman,"2011-01-17 18:17:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435365482&player=shnateman,"2011-01-17 18:02:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435336207&player=shnateman,"2011-01-17 17:47:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435314619&player=shnateman,"2011-01-17 17:37:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435292404&player=shnateman,"2011-01-17 17:25:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435239011&player=shnateman,"2011-01-17 17:00:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435097563&player=shnateman,"2011-01-17 15:54:00","BioticJoker,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=435065280&player=shnateman,"2011-01-17 15:39:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=434405650&player=shnateman,"2011-01-17 10:52:00","TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=434374778&player=shnateman,"2011-01-17 10:38:00","TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=434292737&player=shnateman,"2011-01-17 09:58:00","TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=434259867&player=shnateman,"2011-01-17 09:42:00","TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=428979510&player=shnateman,"2011-01-14 21:14:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=423669937&player=shnateman,"2011-01-11 15:44:00","BioticJoker,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=423647787&player=shnateman,"2011-01-11 15:32:00","BioticJoker,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=423624611&player=shnateman,"2011-01-11 15:20:00","BioticJoker,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=423585479&player=shnateman,"2011-01-11 14:59:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=423555264&player=shnateman,"2011-01-11 14:42:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=423531272&player=shnateman,"2011-01-11 14:29:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=423509600&player=shnateman,"2011-01-11 14:17:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=423457550&player=shnateman,"2011-01-11 13:47:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=423417973&player=shnateman,"2011-01-11 13:24:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=423390472&player=shnateman,"2011-01-11 13:06:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=423362572&player=shnateman,"2011-01-11 12:49:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=422714730&player=shnateman,"2011-01-10 21:42:00","BioticJoker,DrZoidbergOBGYN,HEATSEEKERBUNGE,TheeExistential,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=422694086&player=shnateman,"2011-01-10 21:24:00","BioticJoker,DrZoidbergOBGYN,HEATSEEKERBUNGE,TheeExistential,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=422681302&player=shnateman,"2011-01-10 21:13:00","BioticJoker,DrZoidbergOBGYN,HEATSEEKERBUNGE,TheeExistential,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=422670343&player=shnateman,"2011-01-10 21:04:00","BioticJoker,DrZoidbergOBGYN,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=422292013&player=shnateman,"2011-01-10 17:21:00","BioticJoker,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=422259522&player=shnateman,"2011-01-10 17:06:00","BioticJoker,TheeExistential,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=422215943&player=shnateman,"2011-01-10 16:45:00","BioticJoker,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=421607061&player=shnateman,"2011-01-10 11:09:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=421592004&player=shnateman,"2011-01-10 10:58:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=421581568&player=shnateman,"2011-01-10 10:50:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=421117142&player=shnateman,"2011-01-09 23:02:00","BioticJoker,DrZoidbergOBGYN,Kygrx,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=421099294&player=shnateman,"2011-01-09 22:39:00","BioticJoker,DrZoidbergOBGYN,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=421088097&player=shnateman,"2011-01-09 22:27:00","BioticJoker,DrZoidbergOBGYN,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=421075257&player=shnateman,"2011-01-09 22:14:00","BioticJoker,DrZoidbergOBGYN,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=420474527&player=shnateman,"2011-01-09 15:31:00","Evasive Ebu,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=420297961&player=shnateman,"2011-01-09 15:11:00","Evasive Ebu,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=420208007&player=shnateman,"2011-01-09 14:32:00","TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=420160299&player=shnateman,"2011-01-09 14:12:00","TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=420135786&player=shnateman,"2011-01-09 14:02:00","TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=420104825&player=shnateman,"2011-01-09 13:50:00","TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=420076393&player=shnateman,"2011-01-09 13:39:00","TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=420066702&player=shnateman,"2011-01-09 13:35:00","TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=420043139&player=shnateman,"2011-01-09 13:25:00","TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=420035322&player=shnateman,"2011-01-09 13:22:00","TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=418804345&player=shnateman,"2011-01-08 23:19:00","BioticJoker,DrZoidbergOBGYN,Evasive Ebu,TheeExistential,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=418776658&player=shnateman,"2011-01-08 23:00:00","BioticJoker,DrZoidbergOBGYN,Evasive Ebu,TheeExistential,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=418760059&player=shnateman,"2011-01-08 22:49:00","BioticJoker,DrZoidbergOBGYN,Evasive Ebu,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=415169359&player=shnateman,"2011-01-07 14:30:00","BioticJoker,TheeExistential,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=415138904&player=shnateman,"2011-01-07 14:15:00","BioticJoker,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=415118537&player=shnateman,"2011-01-07 14:05:00","BioticJoker,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=415087250&player=shnateman,"2011-01-07 13:50:00","BioticJoker,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=414050457&player=shnateman,"2011-01-06 19:33:00","BioticJoker,DrZoidbergOBGYN,HEATSEEKERBUNGE,TheeExistential,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=413982472&player=shnateman,"2011-01-06 18:55:00","BioticJoker,HEATSEEKERBUNGE,TheeExistential,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=413944372&player=shnateman,"2011-01-06 18:35:00","BioticJoker,HEATSEEKERBUNGE,TheeExistential,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=413916684&player=shnateman,"2011-01-06 18:21:00","BioticJoker,TheeExistential,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=413888259&player=shnateman,"2011-01-06 18:07:00","BioticJoker,Kygrx,TheeExistential,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=413207196&player=shnateman,"2011-01-06 12:22:00","bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=413177442&player=shnateman,"2011-01-06 12:04:00","bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=413160085&player=shnateman,"2011-01-06 11:52:00","bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=412316820&player=shnateman,"2011-01-05 19:10:00","BioticJoker,HEATSEEKERBUNGE,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=412294330&player=shnateman,"2011-01-05 18:56:00","BioticJoker,HEATSEEKERBUNGE,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=412267359&player=shnateman,"2011-01-05 18:39:00","BioticJoker,HEATSEEKERBUNGE,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=409351867&player=shnateman,"2011-01-03 21:29:00","DrZoidbergOBGYN,HEATSEEKERBUNGE,Kygrx,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=409326480&player=shnateman,"2011-01-03 21:09:00","BioticJoker,DrZoidbergOBGYN,HEATSEEKERBUNGE,Kygrx,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=409281117&player=shnateman,"2011-01-03 20:37:00","BioticJoker,DrZoidbergOBGYN,HEATSEEKERBUNGE,Kygrx,TheeExistential,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=409226379&player=shnateman,"2011-01-03 20:00:00","BioticJoker,DrZoidbergOBGYN,HEATSEEKERBUNGE,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=409197659&player=shnateman,"2011-01-03 19:43:00","BioticJoker,DrZoidbergOBGYN,HEATSEEKERBUNGE,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=409180883&player=shnateman,"2011-01-03 19:33:00","BioticJoker,DrZoidbergOBGYN,HEATSEEKERBUNGE,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=409164084&player=shnateman,"2011-01-03 19:23:00","BioticJoker,DrZoidbergOBGYN,HEATSEEKERBUNGE,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=409251898&player=shnateman,"2011-01-03 19:17:00","DrZoidbergOBGYN,HEATSEEKERBUNGE,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=409115115&player=shnateman,"2011-01-03 18:55:00","HEATSEEKERBUNGE,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=409101646&player=shnateman,"2011-01-03 18:47:00","HEATSEEKERBUNGE,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=409080899&player=shnateman,"2011-01-03 18:37:00","HEATSEEKERBUNGE,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=409065295&player=shnateman,"2011-01-03 18:28:00","HEATSEEKERBUNGE,Kygrx,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=404961471&player=shnateman,"2011-01-01 17:58:00","DrZoidbergOBGYN,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=404928630&player=shnateman,"2011-01-01 17:43:00","DrZoidbergOBGYN,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=388995138&player=shnateman,"2010-12-25 19:51:00","Evasive Ebu,HEATSEEKERBUNGE,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=388929015&player=shnateman,"2010-12-25 19:15:00","A Token Asian,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=387989018&player=shnateman,"2010-12-25 10:18:00","BioticJoker,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=387941292&player=shnateman,"2010-12-25 09:48:00","BioticJoker,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=387232184&player=shnateman,"2010-12-24 20:11:00","HEATSEEKERBUNGE,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=387218151&player=shnateman,"2010-12-24 20:00:00","BioticJoker,HEATSEEKERBUNGE,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=387202653&player=shnateman,"2010-12-24 19:47:00","BioticJoker,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=387191456&player=shnateman,"2010-12-24 19:38:00","BioticJoker,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=387177525&player=shnateman,"2010-12-24 19:26:00","BioticJoker,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=387161781&player=shnateman,"2010-12-24 19:13:00","BioticJoker,bigdsdeath79,shnateman"
http://halo.bungie.net/Stats/Reach/GameStats.aspx?gameid=386510122&player=shnateman,"2010-12-24 11:35:00","A Token Asian,BioticJoker,TheeExistential,shnateman"
